database_id,scientificName,family,subfamily,genus,subgenus,subspecies,species,specificEpithet,infraspecificEpithet,acceptedNameUsage,taxonRank,scientificNameAuthorship,identificationQualifier,higherClassification,identificationReferences,typeStatus,previousIdentifications,verbatimIdentification,identifiedBy,dateIdentified,decimalLatitude,decimalLongitude,stateProvince,continent,locality,island,county,municipality,level0Gid,level0Name,level1Gid,level1Name,license,issue,eventDate,eventTime,day,month,year,basisOfRecord,country,type,occurrenceStatus,recordNumber,recordedBy,eventID,Location,samplingProtocol,samplingEffort,individualCount,organismQuantity,coordinatePrecision,coordinateUncertaintyInMeters,spatiallyValid,catalogNumber,gbifID,datasetID,institutionCode,datasetName,otherCatalogNumbers,occurrenceID,taxonKey,coreid,recordId,collectionID,verbatimScientificName,verbatimEventDate,associatedTaxa,associatedOrganisms,fieldNotes,sex,rights,rightsHolder,accessRights,associatedReferences,bibliographicCitation,references,informationWithheld,isDuplicateOf,hasCoordinate,hasGeospatialIssues,assertions,occurrenceYear,id,duplicateStatus,associatedOccurrences,locationRemarks,dataSource,verbatim_scientificName
Dorey_data_12003641,"Melissodes tristis Cockerell, 1894",Apidae,Apinae,Melissodes,NA,NA,Melissodes tristis,tristis,NA,NA,NA,"Cockerell, 1894",NA,NA,NA,NA,NA,NA,"Wright, Karen",NA,31.44806,-110.6395,Arizona,Nearctic,"Bisbee, 20 km W, hwy 92",NA,Cochise,NA,NA,NA,NA,NA,NA,NA,1991-08-14T00:00:00Z,NA,14,8,1991,PreservedSpecimen,United states,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,1575691,NA,NA,KU,Snow Entomological Museum Collection,NA,63a8f46b-bc91-4e48-8e22-7a5e1f97b46b,NA,611868e3-5828-49e8-bee8-495dedb86b45,NA,NA,Melissodes (Eumelissodes) tristis,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Duplicate,NA,NA,iDigBio_apidae,NA
Dorey_data_13020835,"Bombus bifarius Cresson, 1878",Apidae,Apinae,Bombus,NA,NA,Bombus bifarius,bifarius,NA,NA,NA,"Cresson, 1878",NA,NA,NA,NA,NA,NA,Russell B. Miller,1984,37.274922,-108.151037,Colorado,NA,16 mi. W. of Durango by Route 160,NA,La Plata County,NA,NA,NA,NA,NA,NA,NA,1971-06-09T00:00:00Z,NA,9,6,1971,PreservedSpecimen,United states,NA,NA,NA,"Russell B. Miller, C. J. Miller",NA,NA,NA,NA,1,NA,NA,12835,NA,YPM ENT 709715,NA,NA,YPM,NA,NA,urn:uuid:c5f8e240-e7b5-4d1e-a85c-943b59453d6f,NA,NA,urn:uuid:ad0495ff-e5ff-4761-be8c-90e56b0cf754,eebda952-05ec-474e-833e-1a2085294977,Bombus bifarius,1971-6-9,NA,NA,ENT number 709715; lot count 1; worker; accn=YPM.11264,worker,http://creativecommons.org/publicdomain/zero/1.0/,Yale University,NA,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=14339575,NA,NA,NA,NA,NA,NA,14339575,Duplicate,NA,NA,SCAN_Apidae,NA
Dorey_data_14423131,"Colletes kincaidii Cockerell, 1898",Colletidae,Colletinae,Colletes,NA,NA,Colletes kincaidii,kincaidii,NA,NA,NA,"Cockerell, 1898",NA,NA,NA,NA,NA,NA,NA,NA,39.23859,-123.205,California,NA,"Redwood Valley, 2 mi S",NA,Humboldt,NA,NA,NA,NA,NA,NA,NA,1974-07-28T00:00:00Z,NA,28,7,1974,PreservedSpecimen,United states,NA,NA,NA,"Brooks, Robert",NA,NA,NA,NA,NA,NA,NA,NA,NA,1401690,NA,NA,KU,NA,NA,7fe2a59b-e3b2-42ac-a3f4-1c642f9d896d,NA,NA,urn:uuid:8a9ab97c-e6fb-4012-9255-c3a24b0d0eeb,c45886f1-3524-42f4-a113-4e4e193505a8,Colletes,1974-7-28,NA,NA,NA,NA,http://creativecommons.org/publicdomain/zero/1.0/,The University of Kansas Natural History Museum,NA,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=19217147,NA,NA,NA,NA,NA,NA,19217147,Duplicate,NA,NA,SCAN_Colletidae,NA
Dorey_data_15306235,"Lasioglossum lilianae Gardner and Gibbs, 2020",Halictidae,Halictinae,Lasioglossum,NA,NA,Lasioglossum lilianae,lilianae,NA,NA,NA,"Gardner and Gibbs, 2020",NA,NA,NA,NA,NA,NA,Joel Gardner,2020,31.3195,-109.27028,Sonora,NA,30 km east of Agua Prieta,NA,Agua Prieta,NA,NA,NA,NA,NA,NA,NA,2007-08-13T00:00:00Z,NA,13,8,2007,PreservedSpecimen,Mexico,NA,NA,NA,R.L. Minckley,NA,NA,net,NA,NA,NA,NA,NA,NA,SBV077393,NA,NA,RLMC,NA,NA,d4a5fc6b-add8-48ad-b1c0-07448c949174,NA,NA,urn:uuid:d4a5fc6b-add8-48ad-b1c0-07448c949174,43c894af-a05d-4c92-833c-83e1ebd68701,Lasioglossum lilianae,8/13/2007,Mentzelia pumila,NA,NA,Female,http://creativecommons.org/licenses/by-nc/4.0/,Robert Minckley,NA,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=43933109,NA,NA,NA,NA,NA,NA,43933109,Duplicate,NA,NA,SCAN_Halictidae,NA
Dorey_data_16755493,"Exomalopsis tepaneca Cresson, 1878",Apidae,Apinae,Exomalopsis,NA,NA,Exomalopsis tepaneca,tepaneca,NA,NA,NA,"Cresson, 1878",NA,NA,NA,NO APLICA,NA,NA,PS,NA,16.8806,-92.418,CHIAPAS,NA,Tzuluwitz,NA,SAN JUAN CANCUC,NA,NA,NA,NA,NA,NA,NA,2009-03-10T00:00:00Z,NA,10,3,2009,PreservedSpecimen,Mexico,NA,NA,NA,JM,NA,NA,NA,NA,1,NA,NA,NA,NA,90527,NA,NA,ECOSUR,NA,NA,urn:catalog:ECOSUR:ECO-SC-AB:90527:e3de9c3f90a185b922d130ed9be4a431,NA,NA,urn:uuid:1ffe357d-eab2-4e5d-b925-2fdc8425ceba,dad44928-25a6-4be6-b5a1-8afa96f8a7c4,Exomalopsis (Exomalopsis) tepaneca,2009-3-10,NA,NA,NA,NA,http://creativecommons.org/licenses/by-nc/4.0/,NA,NA,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=60196014,NA,NA,NA,NA,NA,NA,60196014,Duplicate,NA,NA,SCAN_Apidae,NA
Dorey_data_17114057,"Lasioglossum coriaceum (Smith, 1853)",Halictidae,Halictinae,Lasioglossum,NA,NA,Lasioglossum coriaceum,coriaceum,NA,NA,NA,"(Smith, 1853)",NA,NA,NA,NA,NA,NA,Sam Droege,7/26/201,39.0292,-77.6068,Virginia,NA,NA,NA,Loudoun,Banshee Reeks Nature Preserve,NA,NA,NA,NA,NA,NA,2011-05-21T06:00:00Z,20110618190844,21,5,2011,NA,United states,NA,NA,NA,"Elizabeth Sellers, Laura Porter",USGS_DRO8757,Site 1,Technique used: pan trap|Bowls full upon collection: 30|Sampling Bowl/trap size: bowl 3.25oz|Trap colour: in field note|Trap liquid: soap dawn,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,USGS_DRO214774,NA,NA,USGS_DRO214774,NA,Lasioglossum coriaceum,NA,NA,NA,"field_note: Blue, Yellow, and White UV. Sunny and mostly clear. High temperature for the day 81oF. No plants observed in flower.|note: Along NW facing slope along Carter-Luck trail. Transect runs along the slope below the crest of the ridge.|DateEntered: 1/27/2017 9:35:36|DateScanned: 7/26/201|ipAddress: 72.86.54.41|time1: 2011-05-21 06:00:00|time2: 2011-05-21 18:00:00",f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS_DRO214774,Duplicate,NA,NA,USGS_data,NA
Dorey_data_17324264,"Andrena nasonii Robertson, 1895",Andrenidae,Andreninae,Andrena,NA,NA,Andrena nasonii,nasonii,NA,NA,NA,"Robertson, 1895",NA,NA,NA,NA,NA,NA,Sam Droege,1/10/201,39.3922,-77.5647,Maryland,NA,NA,NA,Frederick,Middletown,NA,NA,NA,NA,NA,NA,2015-04-22T00:00:00Z,20150630192438,22,4,2015,NA,United states,NA,NA,NA,Lisa Kuder,USGS_DRO14252,Catoctin Creek NC,Technique used: pan trap|Bowls full upon collection: 9|Sampling Bowl/trap size: in field note|Trap colour: in field note|Trap liquid: glycol propylene,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,USGS_DRO424994,NA,NA,USGS_DRO424994,NA,Andrena nasonii,NA,NA,NA,"field_note: 3 UV-blue, 3 UV-yellow, 3 white cups with stands|note: Woods Glycol Study|DateEntered: 1/27/2017 9:35:36|DateScanned: 1/19/201|ipAddress: 159.189.28.158|time1: 2015-04-22 00:00:00|time2: 2015-04-29 00:00:00",f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USGS_DRO424994,Kept duplicate,NA,NA,USGS_data,NA
ASP_data_3432,"Partamona testacea (Klug, 1807)",Apidae,Apinae,Partamona,NA,NA,Partamona testacea,testacea,NA,NA,NA,"(Klug, 1807)",NA,NA,NA,NA,Tribe: Sin Tribu|Morphospecies: Msp 1,NA,NA,NA,6.7604,-75.1077,NA,South America,Fosforito,NA,NA,NA,NA,NA,NA,NA,https://creativecommons.org/licenses/by-nc-sa/4.0/,NA,1997-06-04T00:00:00Z,a.m.,4,6,1997,NA,Colombia,NA,NA,NA,Allan Smith-Pardo,NA,NA,J,NA,NA,NA,NA,100,NA,ASP_NA,NA,ASP,NA,Allan Smith-Pardo,NA,NA,NA,NA,NA,NA,Partamona testacea,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Duplicate,NA,Successional Stage:P,ASP_Anthophila,NA
Dorey_data_136329,"Lasioglossum bicingulatum (Smith, 1853)",Halictidae,Halictinae,Lasioglossum,NA,NA,Lasioglossum bicingulatum,bicingulatum,NA,NA,species,"(Smith, 1853)",NA,NA,NA,NA,NA,NA,NA,NA,-27.75761,152.36852,Queensland,NA,"Mulgowie, Qld",NA,NA,NA,NA,NA,NA,NA,CC-BY,NA,NA,NA,NA,NA,NA,MACHINE_OBSERVATION,Australia,NA,ABSENT,NA,"Hulthen, Andrew | Marcora, Anna | Schellhorn, Nancy",NA,NA,Malaise Trap,6 days,0,NA,NA,10,TRUE,MT5-20070628-LasBic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lasioglossum (Chilalictus) bicingulatum,28-Jun-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COUNTRY_DERIVED_FROM_COORDINATES | MISSING_GEOREFERENCEDBY | MISSING_GEOREFERENCEPROTOCOL | MISSING_GEOREFERENCESOURCES | MISSING_GEOREFERENCEVERIFICATIONSTATUS | MISSING_GEOREFERENCE_DATE | MISSING_TAXONRANK | RECORDED_DATE_INVALID,NA,cc2491bf-ce35-440e-bcf6-f47f790b0892,Unique,NA,In a patch of crop vegetation on the side of the trap facing toward the adjacent non-riparian native vegetation,ALA_Apiformes,NA
Dorey_data_10063363,"Halictus rubicundus (Christ, 1791)",Halictidae,Halictinae,Halictus,NA,NA,Halictus rubicundus,rubicundus,NA,NA,species,"(Christ, 1791)",NA,NA,NA,NA,NA,NA,NA,2007,39.27972,-89.88167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1891-07-30T00:00:00Z,NA,30,7,1891,PreservedSpecimen,United states,NA,present,NA,C.A. Robertson,NA,NA,NA,NA,1,NA,NA,10000,NA,INHS Insect Collection 364064,NA,NA,INHS,NA,NA,1cc24a98-8394-4aee-a171-626dd3d0f4e6,NA,cd727b08-8b82-40d0-9bcc-ec4be35dabae,NA,NA,"Halictus (Halictus) rubicundus (Christ, 1791)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Duplicate,NA,NA,iDigBio_halictidae,NA
Dorey_data_11459410,"Ceratina calcarata Robertson, 1900",Apidae,Xylocopinae,Ceratina,NA,NA,Ceratina calcarata,calcarata,NA,NA,NA,"Robertson, 1900",NA,NA,NA,NA,NA,NA,"Droege, S. W. (Sam W.)",2015,37.6535,-79.2149,Virginia,NA,USA Virginia Amherset Co. 37.6535N 79.2149W,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-30T00:00:00Z,NA,30,7,2015,PreservedSpecimen,United states,NA,NA,NA,"Droege, S. W. (Sam W.)",NA,NA,none specified,NA,1,NA,NA,NA,NA,CMNHENT0047602,NA,NA,"Cleveland Museum of Natural History, OH (CLEV)",NA,NA,urn:lsid:biosci.ohio-state.edu:osuc_occurrences:CMNHENT0047602,NA,d11c0fb1-4acc-4c4e-ac8e-4ebaf4ffc5e6,urn:uuid:f9460c31-bea0-4cee-9df6-33ee2b83ad26,0197093b-f523-468f-8e90-6f94faa24395,Ceratina calcarata,30 July 2015,NA,NA,NA,undetermined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Duplicate,NA,NA,iDigBio_apidae,NA
Dorey_data_12461201,"Trigona fuscipennis Friese, 1900",Apidae,Apinae,Trigona,NA,NA,Trigona fuscipennis,fuscipennis,NA,NA,NA,"Friese, 1900",NA,NA,NA,NA,NA,NA,NA,NA,0.89169,-79.63306,Esmeraldas,NA,San Mateo,NA,NA,NA,NA,NA,NA,NA,NA,NA,1956-08-12T00:00:00Z,NA,12,8,1956,PreservedSpecimen,Ecuador,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,NA,3036,NA,1418337,NA,NA,KU,NA,NA,8a659278-0d1b-4176-bef3-a15d0417b69c,NA,NA,urn:uuid:704188ec-5089-40c8-b037-1cd96448fab5,c45886f1-3524-42f4-a113-4e4e193505a8,Trigona fuscipennis,1956-8-12,NA,NA,NA,NA,http://creativecommons.org/publicdomain/zero/1.0/,The University of Kansas Natural History Museum,NA,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=30370354,NA,NA,NA,NA,NA,NA,30370354,Duplicate,NA,NA,SCAN_Apidae,NA
Dorey_data_12735721,"Plebeia frontalis (Friese, 1911)",Apidae,Apinae,Plebeia,NA,NA,Plebeia frontalis,frontalis,NA,NA,NA,"(Friese, 1911)",NA,NA,NA,NA,NA,NA,T.L. Griswold 96,NA,10.3,-85.0956,Guanacaste,NA,"Cañas, 14 km S, EJN",NA,NA,NA,NA,NA,NA,NA,NA,NA,1990-11-16T00:00:00Z,NA,16,11,1990,PRESERVED_SPECIMEN,Costa rica,NA,NA,NA,F.D. Parker,NA,NA,NA,NA,NA,NA,NA,NA,NA,BBSL183394,NA,NA,USDA-ARS,NA,NA,NA,NA,NA,urn:uuid:d232aacd-4ae0-4a30-bd41-799bf4817553,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,Plebeia frontalis,1990-11-16T01:00Z,NA,NA,NA,NA,http://creativecommons.org/publicdomain/zero/1.0/,NA,NA,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25628086,NA,NA,NA,NA,NA,NA,25628086,Duplicate,NA,NA,SCAN_Apidae,NA
Dorey_data_12898450,"Bombus occidentalis Greene, 1858",Apidae,Apinae,Bombus,NA,NA,Bombus occidentalis,occidentalis,NA,NA,NA,"Greene, 1858",NA,NA,NA,NA,NA,NA,J.B. Koch 2009,NA,39.96137,-105.51083,Colorado,NA,Nederland,NA,Boulder,NA,NA,NA,NA,NA,NA,NA,1961-08-25T00:00:00Z,NA,25,8,1961,PRESERVED_SPECIMEN,United states,NA,NA,NA,C.C. Lanham,NA,NA,NA,NA,NA,NA,NA,NA,NA,JPS3986,NA,NA,USDA-ARS,NA,NA,NA,NA,NA,urn:uuid:f2dfeea6-79ee-4ca5-b789-a46fe4e985cf,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,Bombus occidentalis,1961-08-25T01:00Z,NA,NA,NA,NA,http://creativecommons.org/publicdomain/zero/1.0/,NA,NA,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25751789,NA,NA,NA,NA,NA,NA,25751789,Duplicate,NA,NA,SCAN_Apidae,NA
Dorey_data_13153831,"Bombus impatiens Cresson, 1863",Apidae,Apinae,Bombus,NA,NA,Bombus impatiens,impatiens,NA,NA,NA,"Cresson, 1863",NA,NA,NA,NA,NA,NA,kristenmanion,2018-05-26T18:35:39Z,45.841975,-95.73413,Minnesota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-26T00:00:00Z,NA,26,5,2018,HumanObservation,United states,NA,NA,NA,kristenmanion,NA,NA,NA,NA,NA,NA,NA,5,NA,12833230,NA,NA,iNaturalist,NA,NA,https://www.inaturalist.org/observations/12833230,NA,NA,urn:uuid:e272952d-7c0c-49dd-b461-ad761a5f47fd,c280e822-464b-4689-b5c5-a2bdf12b894e,Bombus impatiens,Sat May 26 2018 10:12:08 GMT-0500 (CDT),NA,NA,NA,NA,http://creativecommons.org/licenses/by-nc/3.0/,"Rights for individual observations belong to the individual observers. In jurisdictions where collections of data are are considered intellectual property, the rights holder of this collection is the California Academy of Sciences.",This work is licensed under a Creative Commons Attribution-NonCommercial License: http://creativecommons.org/licenses/by-nc/4.0/. Anyone is free to access it for non-commercial use.,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=50909276,NA,NA,NA,NA,NA,NA,50909276,Duplicate,NA,NA,SCAN_Apidae,NA
Dorey_data_13315042,"Bombus mixtus Cresson, 1878",Apidae,Apinae,Bombus,NA,NA,Bombus mixtus,mixtus,NA,NA,NA,"Cresson, 1878",NA,NA,NA,NA,NA,NA,victoria_simon,2020-08-17T15:13:36Z,43.76545,-110.74932833,Wyoming,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-13T00:00:00Z,NA,13,8,2020,HumanObservation,United states,NA,NA,NA,Clayton Bownds,NA,NA,NA,NA,NA,NA,NA,8,NA,56391250,NA,NA,iNaturalist,NA,NA,https://www.inaturalist.org/observations/56391250,NA,NA,urn:uuid:6ced1937-c933-4d74-a179-d2cf5f677f1e,c280e822-464b-4689-b5c5-a2bdf12b894e,Bombus mixtus,Thu Aug 13 2020 15:13:06 GMT-0600 (MDT),NA,NA,NA,NA,http://creativecommons.org/licenses/by-nc/3.0/,"Rights for individual observations belong to the individual observers. In jurisdictions where collections of data are are considered intellectual property, the rights holder of this collection is the California Academy of Sciences.",This work is licensed under a Creative Commons Attribution-NonCommercial License: http://creativecommons.org/licenses/by-nc/4.0/. Anyone is free to access it for non-commercial use.,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=55125566,NA,NA,NA,NA,NA,NA,55125566,Duplicate,NA,NA,SCAN_Apidae,NA
Paige_data_1066133,"Bombus terricola Kirby, 1837",Apidae,Apinae,Bombus,NA,NA,Bombus terricola,terricola,NA,NA,NA,"Kirby, 1837",NA,NA,NA,NA,NA,NA,NA,NA,46.87389,-96.76722,Minnesota,NA,NA,NA,Clay,NA,NA,NA,NA,NA,NA,NA,1984-04-22T00:00:00Z,NA,22,4,1984,PreservedSpecimen,United states,NA,NA,NA,"Powers, J.R.",NA,NA,NA,NA,1,NA,NA,NA,NA,JPS 8878,NA,NA,EMEC,NA,NA,JPS 8878,NA,NA,urn:uuid:04738143-4bb3-40d8-9ac7-003fdad667e2,3bf6519b-f105-4cab-bc9a-81f7caccca37,Bombus terricola,22 April 1984,NA,NA,NA,NA,http://creativecommons.org/licenses/by-nc/3.0/,UCRC,NA,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=39138733,NA,NA,NA,NA,NA,NA,39138733,Unique,NA,NA,SCAN_Apidae,NA
Dorey_data_13739888,"Teratognatha modesta Ogloblin, 1956",Apidae,Apinae,Teratognatha,NA,NA,Teratognatha modesta,modesta,NA,NA,NA,"Ogloblin, 1956",NA,NA,NA,None,NA,NA,J. S. Ascher,NA,-23.0494,-63.94015,Salta,NA,"40 Km WNW of Hickman (label may read ""Hickmann"")",NA,none,NA,NA,NA,NA,NA,NA,NA,1989-11-12T00:00:00Z,NA,12,11,1989,PreservedSpecimen,Argentina,NA,NA,NA,"J. G. Rozen, A. Roig-Alsina",NA,NA,Netting,NA,1,NA,NA,NA,NA,AMNH_IZC 00164408,NA,NA,AMNH,NA,NA,urn:uuid:b78826f4-c4e6-11e3-8259-0026552be7ea,NA,NA,urn:uuid:21ffbecb-02cb-4ed2-9f1c-5952f9dc9858,ca77c4c3-1d79-4dbc-a95e-81f944ec8518,Teratognatha modesta,1989-11-12/1989-11-14,NA,NA,NA,Male,http://creativecommons.org/licenses/by-nc/4.0/,American Museum of Natural History,NA,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=57044000,NA,NA,NA,NA,NA,NA,57044000,Duplicate,NA,NA,SCAN_Apidae,NA
Dorey_data_14094199,"Macrotera arcuata (Fox, 1893)",Andrenidae,Panurginae,Macrotera,NA,NA,Macrotera arcuata,arcuata,NA,NA,NA,"(Fox, 1893)",NA,NA,NA,NA,NA,NA,NA,NA,36.60544,-117.55857,California,NA,Grapevine Canyon,NA,Inyo,NA,NA,NA,NA,NA,NA,NA,1979-05-16T00:00:00Z,NA,16,5,1979,PRESERVED_SPECIMEN,United states,NA,NA,NA,J. Poulsen,NA,NA,NA,NA,NA,NA,NA,NA,NA,134738,NA,NA,USDA-ARS,NA,NA,NA,NA,NA,urn:uuid:129766fd-159f-47af-918d-be305d061a88,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,Macrotera arcuata,1979-05-16T01:00Z,NA,NA,NA,NA,http://creativecommons.org/publicdomain/zero/1.0/,NA,NA,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25449662,NA,NA,NA,NA,NA,NA,25449662,Duplicate,NA,NA,SCAN_Andrenidae,NA
Paige_data_2141375,"Perdita wyomingensis Cockerell, 1922",Andrenidae,Panurginae,Perdita,NA,NA,Perdita wyomingensis,wyomingensis,NA,NA,NA,"Cockerell, 1922",NA,NA,NA,NA,NA,NA,NA,NA,42.58143,-116.17,Idaho,NA,NA,NA,Owyhee,NA,NA,NA,NA,NA,NA,NA,1962-06-16T00:00:00Z,NA,16,6,1962,PreservedSpecimen,United states,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,UCRC ENT 195915,NA,NA,UCRC,NA,NA,UCRC ENT 195915,NA,NA,urn:uuid:ecdbe812-0022-4e54-9059-c38ba3dafc3c,3bf6519b-f105-4cab-bc9a-81f7caccca37,Perdita wyomingensis,16 June 1962,NA,NA,NA,NA,http://creativecommons.org/licenses/by-nc/3.0/,UCRC,NA,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=39083970,NA,NA,NA,NA,NA,NA,39083970,Unique,NA,NA,SCAN_Andrenidae,NA
Dorey_data_14518112,"Hylaeus basalis (Smith, 1853)",Colletidae,Hylaeinae,Hylaeus,NA,NA,Hylaeus basalis,basalis,NA,NA,NA,"(Smith, 1853)",NA,NA,NA,NA,NA,NA,NA,NA,47.985818,-88.889156,Michigan,NA,Isle Royale,NA,Keweenaw,NA,NA,NA,NA,NA,NA,NA,1938-07-14T00:00:00Z,NA,14,7,1938,PreservedSpecimen,United states,NA,NA,NA,"Steyskal, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,UMMZI-108277,NA,NA,UMMZ,NA,NA,633caed1-e662-4fda-8c96-67aa2834703b,NA,NA,urn:uuid:e39756eb-f435-4d64-9ce2-a2367232f9a4,99c8f0bb-37dc-41df-bb0e-455b5162aa72,Hylaeus basalis,1938-7-14,NA,NA,NA,F,http://creativecommons.org/licenses/by-nc/3.0/,University of Michigan,NA,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=48022164,NA,NA,NA,NA,NA,NA,48022164,Duplicate,NA,NA,SCAN_Colletidae,NA
Dorey_data_14804924,"Ashmeadiella meliloti (Cockerell, 1897)",Megachilidae,Megachilinae,Ashmeadiella,NA,NA,Ashmeadiella meliloti,meliloti,NA,NA,NA,"(Cockerell, 1897)",NA,NA,NA,NA,NA,NA,K.T. Huntzinger 2005,NA,37,-115,Nevada,NA,withheld,NA,Clark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRESERVED_SPECIMEN,United states,NA,NA,NA,T.L. Griswold,NA,NA,NA,NA,NA,NA,NA,NA,NA,BBSL534633,NA,NA,USDA-ARS,NA,NA,NA,NA,NA,urn:uuid:ad6ead16-5e5e-4e09-b613-229a39d91973,b870b19f-b0ea-4d3c-b3f0-53fbaf062e0c,Ashmeadiella meliloti,NA,NA,NA,NA,NA,http://creativecommons.org/publicdomain/zero/1.0/,NA,NA,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=25197896,NA,NA,NA,NA,NA,NA,25197896,Duplicate,NA,NA,SCAN_Megachilidae,NA
Paige_data_1946364,"Osmia lignaria Say, 1837",Megachilidae,Megachilinae,Osmia,NA,NA,Osmia lignaria,lignaria,NA,NA,NA,"Say, 1837",NA,NA,NA,NA,NA,NA,"Satyshur, C.",9/4/2019 0:00,46.86028,-92.36528,Minnesota,NA,NA,NA,Saint Louis,Saginaw,NA,NA,NA,NA,NA,NA,2019-03-06T00:00:00Z,NA,6,3,2019,PreservedSpecimen,United states,NA,NA,NA,"Evans, T.; Satyshur, C., Forsberg, B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,BeeAtlas2018-10535,NA,NA,UMN EXT,NA,NA,50249438-ddb7-4906-9039-889acf7e37e1,NA,NA,urn:uuid:2a7fa551-c785-4b8e-b75a-1f2d02adf5b5,24f9a809-e389-44d4-ae58-9ea37a6c5af8,Osmia lignaria,3/6/2019,NA,NA,Collection date is lab emergence,M,http://creativecommons.org/licenses/by-nc/4.0/,NA,NA,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=43852663,NA,NA,NA,NA,NA,NA,43852663,Unique,NA,NA,SCAN_Megachilidae,NA
Dorey_data_15344904,"Nomia maneei Cockerell, 1910",Halictidae,Nomiinae,Nomia,NA,NA,Nomia maneei,maneei,NA,NA,NA,"Cockerell, 1910",NA,NA,NA,None,NA,NA,D. W. Ribble,1962,35.17389,-79.3925,North Carolina,NA,Southern Pines,NA,Moore,NA,NA,NA,NA,NA,NA,NA,1924-06-18T00:00:00Z,NA,18,6,1924,PreservedSpecimen,United states,NA,NA,NA,A. H. Manee,NA,NA,Netting,NA,1,NA,NA,NA,NA,AMNH_BEE 00145393,NA,NA,AMNH,NA,NA,urn:uuid:855d49ee-d8e1-11e2-99a2-0026552be7ea,NA,NA,urn:uuid:46936bf2-1164-41c4-ab68-afc1d4b44e1a,ca77c4c3-1d79-4dbc-a95e-81f944ec8518,Nomia maneei,6/18/24,NA,NA,NA,Male,http://creativecommons.org/licenses/by-nc/4.0/,American Museum of Natural History,NA,NA,NA,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=56880514,NA,NA,NA,NA,NA,NA,56880514,Duplicate,NA,NA,SCAN_Halictidae,NA
